"data";"valor"
"01/01/2016";"8,6"
"01/04/2016";"8,8"
"01/07/2016";"8,9"
"01/10/2016";"8,2"
"01/01/2017";"8,5"
"01/04/2017";"8,0"
"01/07/2017";"7,3"
"01/10/2017";"6,8"
"01/01/2018";"6,7"
"01/04/2018";"6,1"
"01/07/2018";"5,9"
"01/10/2018";"5,8"
"01/01/2019";"6,0"
"01/04/2019";"5,9"
"01/07/2019";"6,0"
"01/10/2019";"5,8"
"01/01/2020";"6,7"
"01/04/2020";"6,1"
