"data";"valor"
"01/01/2016";"6,8"
"01/04/2016";"6,7"
"01/07/2016";"7,0"
"01/10/2016";"6,5"
"01/01/2017";"6,3"
"01/04/2017";"6,3"
"01/07/2017";"6,1"
"01/10/2017";"5,4"
"01/01/2018";"6,1"
"01/04/2018";"5,6"
"01/07/2018";"5,5"
"01/10/2018";"4,7"
"01/01/2019";"4,5"
"01/04/2019";"4,4"
"01/07/2019";"4,8"
"01/10/2019";"4,6"
"01/01/2020";"5,8"
"01/04/2020";"5,3"
