"data";"valor"
"01/01/2016";"5,5"
"01/04/2016";"5,4"
"01/07/2016";"5,6"
"01/10/2016";"5,3"
"01/01/2017";"5,3"
"01/04/2017";"4,8"
"01/07/2017";"4,6"
"01/10/2017";"4,2"
"01/01/2018";"4,2"
"01/04/2018";"3,9"
"01/07/2018";"3,9"
"01/10/2018";"3,7"
"01/01/2019";"3,8"
"01/04/2019";"3,7"
"01/07/2019";"3,9"
"01/10/2019";"3,9"
"01/01/2020";"4,3"
"01/04/2020";"3,8"
