"data";"valor"
"01/01/2016";"6,6"
"01/04/2016";"6,3"
"01/07/2016";"6,3"
"01/10/2016";"5,8"
"01/01/2017";"5,7"
"01/04/2017";"5,1"
"01/07/2017";"4,9"
"01/10/2017";"4,5"
"01/01/2018";"4,7"
"01/04/2018";"4,4"
"01/07/2018";"4,3"
"01/10/2018";"4,0"
"01/01/2019";"4,0"
"01/04/2019";"3,7"
"01/07/2019";"4,1"
"01/10/2019";"4,0"
"01/01/2020";"4,9"
"01/04/2020";"4,4"
