"data";"valor"
"01/01/2016";"9,9"
"01/04/2016";"9,7"
"01/07/2016";"10,4"
"01/10/2016";"9,6"
"01/01/2017";"9,7"
"01/04/2017";"9,6"
"01/07/2017";"9,6"
"01/10/2017";"8,9"
"01/01/2018";"8,8"
"01/04/2018";"8,2"
"01/07/2018";"7,4"
"01/10/2018";"7,0"
"01/01/2019";"6,7"
"01/04/2019";"6,8"
"01/07/2019";"6,8"
"01/10/2019";"6,7"
"01/01/2020";"7,6"
"01/04/2020";"7,0"
