"data";"valor"
"01/01/2016";"6,9"
"01/04/2016";"6,5"
"01/07/2016";"6,6"
"01/10/2016";"6,6"
"01/01/2017";"6,6"
"01/04/2017";"6,0"
"01/07/2017";"6,4"
"01/10/2017";"5,7"
"01/01/2018";"6,3"
"01/04/2018";"6,3"
"01/07/2018";"5,9"
"01/10/2018";"5,4"
"01/01/2019";"5,6"
"01/04/2019";"5,8"
"01/07/2019";"6,4"
"01/10/2019";"6,2"
"01/01/2020";"7,3"
"01/04/2020";"6,8"
