"data";"valor"
"01/01/2016";"10,9"
"01/04/2016";"11,3"
"01/07/2016";"11,8"
"01/10/2016";"11,0"
"01/01/2017";"10,3"
"01/04/2017";"9,7"
"01/07/2017";"9,7"
"01/10/2017";"8,6"
"01/01/2018";"7,5"
"01/04/2018";"7,0"
"01/07/2018";"6,7"
"01/10/2018";"6,2"
"01/01/2019";"5,9"
"01/04/2019";"6,1"
"01/07/2019";"6,0"
"01/10/2019";"6,1"
"01/01/2020";"7,0"
"01/04/2020";"6,9"
