"data";"valor"
"01/01/2016";"9,9"
"01/04/2016";"10,4"
"01/07/2016";"10,8"
"01/10/2016";"9,8"
"01/01/2017";"9,6"
"01/04/2017";"8,2"
"01/07/2017";"7,7"
"01/10/2017";"6,7"
"01/01/2018";"6,9"
"01/04/2018";"5,8"
"01/07/2018";"5,4"
"01/10/2018";"5,5"
"01/01/2019";"5,2"
"01/04/2019";"5,4"
"01/07/2019";"6,3"
"01/10/2019";"6,3"
"01/01/2020";"7,4"
"01/04/2020";"7,5"
