"data";"valor"
"01/01/2016";"9,7"
"01/04/2016";"9,8"
"01/07/2016";"9,8"
"01/10/2016";"9,1"
"01/01/2017";"8,7"
"01/04/2017";"8,3"
"01/07/2017";"8,3"
"01/10/2017";"7,3"
"01/01/2018";"7,6"
"01/04/2018";"7,3"
"01/07/2018";"7,0"
"01/10/2018";"6,5"
"01/01/2019";"6,4"
"01/04/2019";"6,7"
"01/07/2019";"6,9"
"01/10/2019";"6,9"
"01/01/2020";"8,0"
"01/04/2020";"7,8"
