"data";"valor"
"01/01/2016";"10,7"
"01/04/2016";"10,8"
"01/07/2016";"10,8"
"01/10/2016";"10,5"
"01/01/2017";"10,4"
"01/04/2017";"10,2"
"01/07/2017";"9,9"
"01/10/2017";"9,1"
"01/01/2018";"8,8"
"01/04/2018";"8,5"
"01/07/2018";"8,1"
"01/10/2018";"7,6"
"01/01/2019";"7,4"
"01/04/2019";"7,3"
"01/07/2019";"7,7"
"01/10/2019";"7,7"
"01/01/2020";"8,7"
"01/04/2020";"7,9"
