"data";"valor"
"01/01/2016";"7,5"
"01/04/2016";"7,4"
"01/07/2016";"7,0"
"01/10/2016";"6,4"
"01/01/2017";"6,7"
"01/04/2017";"5,9"
"01/07/2017";"5,4"
"01/10/2017";"4,9"
"01/01/2018";"4,6"
"01/04/2018";"4,5"
"01/07/2018";"4,4"
"01/10/2018";"4,5"
"01/01/2019";"4,2"
"01/04/2019";"4,2"
"01/07/2019";"4,3"
"01/10/2019";"4,6"
"01/01/2020";"5,2"
"01/04/2020";"5,1"
