"data";"valor"
"01/01/2016";"9,8"
"01/04/2016";"9,9"
"01/07/2016";"10,2"
"01/10/2016";"9,5"
"01/01/2017";"9,3"
"01/04/2017";"9,0"
"01/07/2017";"8,6"
"01/10/2017";"7,8"
"01/01/2018";"8,0"
"01/04/2018";"7,7"
"01/07/2018";"7,3"
"01/10/2018";"6,7"
"01/01/2019";"6,8"
"01/04/2019";"6,6"
"01/07/2019";"6,9"
"01/10/2019";"6,7"
"01/01/2020";"7,9"
"01/04/2020";"7,5"
