"data";"valor"
"01/01/2016";"7,7"
"01/04/2016";"8,2"
"01/07/2016";"8,3"
"01/10/2016";"8,0"
"01/01/2017";"7,8"
"01/04/2017";"7,3"
"01/07/2017";"7,4"
"01/10/2017";"6,7"
"01/01/2018";"6,9"
"01/04/2018";"6,1"
"01/07/2018";"5,7"
"01/10/2018";"5,7"
"01/01/2019";"6,1"
"01/04/2019";"6,0"
"01/07/2019";"6,2"
"01/10/2019";"5,9"
"01/01/2020";"6,9"
"01/04/2020";"6,0"
