"data";"valor"
"01/01/2016";"7,8"
"01/04/2016";"7,8"
"01/07/2016";"8,1"
"01/10/2016";"7,4"
"01/01/2017";"7,2"
"01/04/2017";"6,9"
"01/07/2017";"6,5"
"01/10/2017";"6,1"
"01/01/2018";"6,2"
"01/04/2018";"5,8"
"01/07/2018";"5,6"
"01/10/2018";"5,4"
"01/01/2019";"5,5"
"01/04/2019";"5,4"
"01/07/2019";"5,6"
"01/10/2019";"5,5"
"01/01/2020";"6,4"
"01/04/2020";"5,8"
